"REF_DATE","GEO","DGUID","Fuel type","Supply and demand characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-08","Canada","2016A000011124","Coke","Net supply","Terajoules","283","units","0","v1206136859","1.10.11","5488","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Production","Terajoules","283","units","0","v1206136860","1.11.1","399749","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Exports","Terajoules","283","units","0","v1206136861","1.11.2","78839","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Imports","Terajoules","283","units","0","v1206136862","1.11.3","37923","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Stock variation","Terajoules","283","units","0","v1206136863","1.11.4","27202","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Inter-product transfers","Terajoules","283","units","0","v1206136864","1.11.5","-8807","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Other adjustments","Terajoules","283","units","0","v1206136865","1.11.6","0","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Availability","Terajoules","283","units","0","v1206136866","1.11.7","322824","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Transformed to electricity","Terajoules","283","units","0","v1206136867","1.11.8","2838","","","","0"
"2021-08","Canada","2016A000011124","Refined petroleum products","Net supply","Terajoules","283","units","0","v1206136868","1.11.11","319986","","","","0"
"2021-08","Canada","2016A000011124","Secondary electricity, thermal","Production","Terajoules","283","units","0","v1206136869","1.12.1","42401","","","","0"
"2021-08","Canada","2016A000011124","Secondary electricity, thermal","Inter-product transfers","Terajoules","283","units","0","v1206136870","1.12.5","","..","","","0"
"2021-08","Canada","2016A000011124","Secondary electricity, thermal","Other adjustments","Terajoules","283","units","0","v1275476815","1.12.6","0","","","","0"
"2021-08","Canada","2016A000011124","Secondary electricity, thermal","Availability","Terajoules","283","units","0","v1567106353","1.12.7","42401","","","","0"
"2021-08","Canada","2016A000011124","Secondary electricity, thermal","Net supply","Terajoules","283","units","0","v1567106354","1.12.11","42401","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Exports","Terajoules","283","units","0","v1206136787","1.1.2","1132950","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Imports","Terajoules","283","units","0","v1206136788","1.1.3","295796","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Stock variation","Terajoules","283","units","0","v1206136789","1.1.4","136184","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136790","1.1.5","0","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Other adjustments","Terajoules","283","units","0","v1206136791","1.1.6","9619","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136792","1.1.8","93427","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Transformed to coke","Terajoules","283","units","0","v1206136793","1.1.9","5646","","","","0"
"2021-09","Canada","2016A000011124","Total primary and secondary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136794","1.1.10","324793","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Production","Terajoules","283","units","0","v1206136795","1.2.1","1831085","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Exports","Terajoules","283","units","0","v1206136796","1.2.2","1059309","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Imports","Terajoules","283","units","0","v1206136797","1.2.3","247809","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Stock variation","Terajoules","283","units","0","v1206136798","1.2.4","117236","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Inter-product transfers","Terajoules","283","units","0","v1206136799","1.2.5","4839","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Other adjustments","Terajoules","283","units","0","v1206136800","1.2.6","9619","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Availability","Terajoules","283","units","0","v1206136801","1.2.7","869796","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Transformed to electricity","Terajoules","283","units","0","v1206136802","1.2.8","90627","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Transformed to coke","Terajoules","283","units","0","v1206136803","1.2.9","5646","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136804","1.2.10","324793","","","","0"
"2021-09","Canada","2016A000011124","Primary energy","Net supply","Terajoules","283","units","0","v1206136805","1.2.11","453366","","","","0"
"2021-09","Canada","2016A000011124","Coal","Production","Terajoules","283","units","0","v1206136806","1.3.1","108522","","","","0"
"2021-09","Canada","2016A000011124","Coal","Exports","Terajoules","283","units","0","v1206136807","1.3.2","87499","","","","0"
"2021-09","Canada","2016A000011124","Coal","Imports","Terajoules","283","units","0","v1206136808","1.3.3","23621","","","","0"
"2021-09","Canada","2016A000011124","Coal","Stock variation","Terajoules","283","units","0","v1206136809","1.3.4","13437","","","","0"
"2021-09","Canada","2016A000011124","Coal","Inter-product transfers","Terajoules","283","units","0","v1275476811","1.3.5","0","","","","0"
"2021-09","Canada","2016A000011124","Coal","Other adjustments","Terajoules","283","units","0","v1206136810","1.3.6","1862","","","","0"
"2021-09","Canada","2016A000011124","Coal","Availability","Terajoules","283","units","0","v1206136811","1.3.7","33069","","","","0"
"2021-09","Canada","2016A000011124","Coal","Transformed to electricity","Terajoules","283","units","0","v1206136812","1.3.8","26996","","","","0"
"2021-09","Canada","2016A000011124","Coal","Transformed to coke","Terajoules","283","units","0","v1206136813","1.3.9","5646","","","","0"
"2021-09","Canada","2016A000011124","Coal","Net supply","Terajoules","283","units","0","v1206136814","1.3.11","427","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Production","Terajoules","283","units","0","v1206136815","1.4.1","874146","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Exports","Terajoules","283","units","0","v1206136816","1.4.2","679472","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Imports","Terajoules","283","units","0","v1206136817","1.4.3","117017","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Stock variation","Terajoules","283","units","0","v1206136818","1.4.4","7715","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Inter-product transfers","Terajoules","283","units","0","v1275476812","1.4.5","0","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Other adjustments","Terajoules","283","units","0","v1206136819","1.4.6","7124","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Availability","Terajoules","283","units","0","v1206136820","1.4.7","311101","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136821","1.4.10","311101","","","","0"
"2021-09","Canada","2016A000011124","Crude oil","Net supply","Terajoules","283","units","0","v1206136822","1.4.11","0","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Production","Terajoules","283","units","0","v1206136823","1.5.1","649469","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Exports","Terajoules","283","units","0","v1206136824","1.5.2","243647","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Imports","Terajoules","283","units","0","v1206136825","1.5.3","90109","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Stock variation","Terajoules","283","units","0","v1206136826","1.5.4","96800","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Inter-product transfers","Terajoules","283","units","0","v1275476813","1.5.5","0","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Other adjustments","Terajoules","283","units","0","v1206136827","1.5.6","0","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Availability","Terajoules","283","units","0","v1206136828","1.5.7","399131","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Transformed to electricity","Terajoules","283","units","0","v1206136829","1.5.8","63631","","","","0"
"2021-09","Canada","2016A000011124","Natural gas","Net supply","Terajoules","283","units","0","v1206136830","1.5.11","335500","","","","0"
"2021-09","Canada","2016A000011124","Natural gas liquids","Production","Terajoules","283","units","0","v1206136831","1.6.1","63198","","","","0"
"2021-09","Canada","2016A000011124","Natural gas liquids","Exports","Terajoules","283","units","0","v1206136832","1.6.2","30293","","","","0"
"2021-09","Canada","2016A000011124","Natural gas liquids","Imports","Terajoules","283","units","0","v1206136833","1.6.3","9268","","","","0"
"2021-09","Canada","2016A000011124","Natural gas liquids","Inter-product transfers","Terajoules","283","units","0","v1206136834","1.6.5","4839","","","","0"
"2021-09","Canada","2016A000011124","Natural gas liquids","Other adjustments","Terajoules","283","units","0","v1206136835","1.6.6","0","","","","0"
"2021-09","Canada","2016A000011124","Natural gas liquids","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136836","1.6.10","4636","","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Production","Terajoules","283","units","0","v1206136837","1.7.1","131123","","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Exports","Terajoules","283","units","0","v1206136838","1.7.2","17096","","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Imports","Terajoules","283","units","0","v1206136839","1.7.3","3413","","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Inter-product transfers","Terajoules","283","units","0","v1206136840","1.7.5","","..","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Other adjustments","Terajoules","283","units","0","v1206136841","1.7.6","0","","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Availability","Terajoules","283","units","0","v1206136842","1.7.7","117439","","","","0"
"2021-09","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Net supply","Terajoules","283","units","0","v1206136843","1.7.11","117439","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Production","Terajoules","283","units","0","v1212251122","1.8.1","4627","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Exports","Terajoules","283","units","0","v1212251123","1.8.2","1302","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Imports","Terajoules","283","units","0","v1212251124","1.8.3","4382","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Stock variation","Terajoules","283","units","0","v1212251125","1.8.4","-716","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Inter-product transfers","Terajoules","283","units","0","v1275476816","1.8.5","0","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Other adjustments","Terajoules","283","units","0","v1212251126","1.8.6","633","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Availability","Terajoules","283","units","0","v1212251127","1.8.7","9056","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Transformed to refined petroleum products","Terajoules","283","units","0","v1212251128","1.8.10","9056","","","","0"
"2021-09","Canada","2016A000011124","Renewable fuels","Net supply","Terajoules","283","units","0","v1212251129","1.8.11","0","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Production","Terajoules","283","units","0","v1206136844","1.9.1","400319","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Exports","Terajoules","283","units","0","v1206136845","1.9.2","73641","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Imports","Terajoules","283","units","0","v1206136846","1.9.3","47987","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Stock variation","Terajoules","283","units","0","v1206136847","1.9.4","18949","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136848","1.9.5","-4839","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Other adjustments","Terajoules","283","units","0","v1206136849","1.9.6","0","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Availability","Terajoules","283","units","0","v1206136850","1.9.7","350879","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136851","1.9.8","2800","","","","0"
"2021-09","Canada","2016A000011124","Secondary energy","Net supply","Terajoules","283","units","0","v1206136852","1.9.11","348079","","","","0"
"2021-09","Canada","2016A000011124","Coke","Production","Terajoules","283","units","0","v1206136853","1.10.1","4411","","","","0"
"2021-09","Canada","2016A000011124","Coke","Exports","Terajoules","283","units","0","v1206136854","1.10.2","6","","","","0"
"2021-09","Canada","2016A000011124","Coke","Imports","Terajoules","283","units","0","v1206136855","1.10.3","3925","","","","0"
"2021-09","Canada","2016A000011124","Coke","Stock variation","Terajoules","283","units","0","v1206136856","1.10.4","577","","","","0"
"2021-09","Canada","2016A000011124","Coke","Inter-product transfers","Terajoules","283","units","0","v1275476814","1.10.5","0","","","","0"
"2021-09","Canada","2016A000011124","Coke","Other adjustments","Terajoules","283","units","0","v1206136857","1.10.6","0","","","","0"
"2021-09","Canada","2016A000011124","Coke","Availability","Terajoules","283","units","0","v1206136858","1.10.7","7753","","","","0"
"2021-09","Canada","2016A000011124","Coke","Net supply","Terajoules","283","units","0","v1206136859","1.10.11","7753","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Production","Terajoules","283","units","0","v1206136860","1.11.1","362097","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Exports","Terajoules","283","units","0","v1206136861","1.11.2","73634","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Imports","Terajoules","283","units","0","v1206136862","1.11.3","44063","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Stock variation","Terajoules","283","units","0","v1206136863","1.11.4","18372","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Inter-product transfers","Terajoules","283","units","0","v1206136864","1.11.5","-4839","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Other adjustments","Terajoules","283","units","0","v1206136865","1.11.6","0","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Availability","Terajoules","283","units","0","v1206136866","1.11.7","309315","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Transformed to electricity","Terajoules","283","units","0","v1206136867","1.11.8","2800","","","","0"
"2021-09","Canada","2016A000011124","Refined petroleum products","Net supply","Terajoules","283","units","0","v1206136868","1.11.11","306515","","","","0"
"2021-09","Canada","2016A000011124","Secondary electricity, thermal","Production","Terajoules","283","units","0","v1206136869","1.12.1","33811","","","","0"
"2021-09","Canada","2016A000011124","Secondary electricity, thermal","Inter-product transfers","Terajoules","283","units","0","v1206136870","1.12.5","","..","","","0"
"2021-09","Canada","2016A000011124","Secondary electricity, thermal","Other adjustments","Terajoules","283","units","0","v1275476815","1.12.6","0","","","","0"
"2021-09","Canada","2016A000011124","Secondary electricity, thermal","Availability","Terajoules","283","units","0","v1567106353","1.12.7","33811","","","","0"
"2021-09","Canada","2016A000011124","Secondary electricity, thermal","Net supply","Terajoules","283","units","0","v1567106354","1.12.11","33811","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Exports","Terajoules","283","units","0","v1206136787","1.1.2","1172223","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Imports","Terajoules","283","units","0","v1206136788","1.1.3","276602","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Stock variation","Terajoules","283","units","0","v1206136789","1.1.4","98330","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136790","1.1.5","0","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Other adjustments","Terajoules","283","units","0","v1206136791","1.1.6","10252","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136792","1.1.8","107985","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Transformed to coke","Terajoules","283","units","0","v1206136793","1.1.9","5958","","","","0"
"2021-10","Canada","2016A000011124","Total primary and secondary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136794","1.1.10","320793","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Production","Terajoules","283","units","0","v1206136795","1.2.1","1945554","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Exports","Terajoules","283","units","0","v1206136796","1.2.2","1119811","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Imports","Terajoules","283","units","0","v1206136797","1.2.3","225934","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Stock variation","Terajoules","283","units","0","v1206136798","1.2.4","61542","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Inter-product transfers","Terajoules","283","units","0","v1206136799","1.2.5","4231","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Other adjustments","Terajoules","283","units","0","v1206136800","1.2.6","10252","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Availability","Terajoules","283","units","0","v1206136801","1.2.7","951146","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Transformed to electricity","Terajoules","283","units","0","v1206136802","1.2.8","104380","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Transformed to coke","Terajoules","283","units","0","v1206136803","1.2.9","5958","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136804","1.2.10","320793","","","","0"
"2021-10","Canada","2016A000011124","Primary energy","Net supply","Terajoules","283","units","0","v1206136805","1.2.11","525874","","","","0"
"2021-10","Canada","2016A000011124","Coal","Production","Terajoules","283","units","0","v1206136806","1.3.1","104010","","","","0"
"2021-10","Canada","2016A000011124","Coal","Exports","Terajoules","283","units","0","v1206136807","1.3.2","97458","","","","0"
"2021-10","Canada","2016A000011124","Coal","Imports","Terajoules","283","units","0","v1206136808","1.3.3","17590","","","","0"
"2021-10","Canada","2016A000011124","Coal","Stock variation","Terajoules","283","units","0","v1206136809","1.3.4","15305","","","","0"
"2021-10","Canada","2016A000011124","Coal","Inter-product transfers","Terajoules","283","units","0","v1275476811","1.3.5","0","","","","0"
"2021-10","Canada","2016A000011124","Coal","Other adjustments","Terajoules","283","units","0","v1206136810","1.3.6","31336","","","","0"
"2021-10","Canada","2016A000011124","Coal","Availability","Terajoules","283","units","0","v1206136811","1.3.7","40173","","","","0"
"2021-10","Canada","2016A000011124","Coal","Transformed to electricity","Terajoules","283","units","0","v1206136812","1.3.8","33870","","","","0"
"2021-10","Canada","2016A000011124","Coal","Transformed to coke","Terajoules","283","units","0","v1206136813","1.3.9","5958","","","","0"
"2021-10","Canada","2016A000011124","Coal","Net supply","Terajoules","283","units","0","v1206136814","1.3.11","345","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Production","Terajoules","283","units","0","v1206136815","1.4.1","959282","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Exports","Terajoules","283","units","0","v1206136816","1.4.2","715171","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Imports","Terajoules","283","units","0","v1206136817","1.4.3","113593","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Stock variation","Terajoules","283","units","0","v1206136818","1.4.4","29087","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Inter-product transfers","Terajoules","283","units","0","v1275476812","1.4.5","0","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Other adjustments","Terajoules","283","units","0","v1206136819","1.4.6","-21530","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Availability","Terajoules","283","units","0","v1206136820","1.4.7","307087","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136821","1.4.10","307087","","","","0"
"2021-10","Canada","2016A000011124","Crude oil","Net supply","Terajoules","283","units","0","v1206136822","1.4.11","0","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Production","Terajoules","283","units","0","v1206136823","1.5.1","667469","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Exports","Terajoules","283","units","0","v1206136824","1.5.2","249634","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Imports","Terajoules","283","units","0","v1206136825","1.5.3","74036","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Stock variation","Terajoules","283","units","0","v1206136826","1.5.4","17923","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Inter-product transfers","Terajoules","283","units","0","v1275476813","1.5.5","0","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Other adjustments","Terajoules","283","units","0","v1206136827","1.5.6","0","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Availability","Terajoules","283","units","0","v1206136828","1.5.7","473948","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Transformed to electricity","Terajoules","283","units","0","v1206136829","1.5.8","70510","","","","0"
"2021-10","Canada","2016A000011124","Natural gas","Net supply","Terajoules","283","units","0","v1206136830","1.5.11","403438","","","","0"
"2021-10","Canada","2016A000011124","Natural gas liquids","Production","Terajoules","283","units","0","v1206136831","1.6.1","74829","","","","0"
"2021-10","Canada","2016A000011124","Natural gas liquids","Exports","Terajoules","283","units","0","v1206136832","1.6.2","38152","","","","0"
"2021-10","Canada","2016A000011124","Natural gas liquids","Imports","Terajoules","283","units","0","v1206136833","1.6.3","12564","","","","0"
"2021-10","Canada","2016A000011124","Natural gas liquids","Inter-product transfers","Terajoules","283","units","0","v1206136834","1.6.5","4231","","","","0"
"2021-10","Canada","2016A000011124","Natural gas liquids","Other adjustments","Terajoules","283","units","0","v1206136835","1.6.6","0","","","","0"
"2021-10","Canada","2016A000011124","Natural gas liquids","Transformed to refined petroleum products","Terajoules","283","units","0","v1206136836","1.6.10","5859","","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Production","Terajoules","283","units","0","v1206136837","1.7.1","135875","","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Exports","Terajoules","283","units","0","v1206136838","1.7.2","18000","","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Imports","Terajoules","283","units","0","v1206136839","1.7.3","4216","","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Inter-product transfers","Terajoules","283","units","0","v1206136840","1.7.5","","..","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Other adjustments","Terajoules","283","units","0","v1206136841","1.7.6","0","","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Availability","Terajoules","283","units","0","v1206136842","1.7.7","122090","","","","0"
"2021-10","Canada","2016A000011124","Primary electricity, hydro, nuclear, and other renewables","Net supply","Terajoules","283","units","0","v1206136843","1.7.11","122090","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Production","Terajoules","283","units","0","v1212251122","1.8.1","4089","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Exports","Terajoules","283","units","0","v1212251123","1.8.2","1395","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Imports","Terajoules","283","units","0","v1212251124","1.8.3","3936","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Stock variation","Terajoules","283","units","0","v1212251125","1.8.4","-773","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Inter-product transfers","Terajoules","283","units","0","v1275476816","1.8.5","0","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Other adjustments","Terajoules","283","units","0","v1212251126","1.8.6","446","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Availability","Terajoules","283","units","0","v1212251127","1.8.7","7848","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Transformed to refined petroleum products","Terajoules","283","units","0","v1212251128","1.8.10","7848","","","","0"
"2021-10","Canada","2016A000011124","Renewable fuels","Net supply","Terajoules","283","units","0","v1212251129","1.8.11","0","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Production","Terajoules","283","units","0","v1206136844","1.9.1","418828","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Exports","Terajoules","283","units","0","v1206136845","1.9.2","52413","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Imports","Terajoules","283","units","0","v1206136846","1.9.3","50668","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Stock variation","Terajoules","283","units","0","v1206136847","1.9.4","36789","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Inter-product transfers","Terajoules","283","units","0","v1206136848","1.9.5","-4231","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Other adjustments","Terajoules","283","units","0","v1206136849","1.9.6","0","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Availability","Terajoules","283","units","0","v1206136850","1.9.7","376063","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Transformed to electricity","Terajoules","283","units","0","v1206136851","1.9.8","3605","","","","0"
"2021-10","Canada","2016A000011124","Secondary energy","Net supply","Terajoules","283","units","0","v1206136852","1.9.11","372459","","","","0"
"2021-10","Canada","2016A000011124","Coke","Production","Terajoules","283","units","0","v1206136853","1.10.1","4382","","","","0"
"2021-10","Canada","2016A000011124","Coke","Exports","Terajoules","283","units","0","v1206136854","1.10.2","219","","","","0"
"2021-10","Canada","2016A000011124","Coke","Imports","Terajoules","283","units","0","v1206136855","1.10.3","4209","","","","0"
"2021-10","Canada","2016A000011124","Coke","Stock variation","Terajoules","283","units","0","v1206136856","1.10.4","490","","","","0"
"2021-10","Canada","2016A000011124","Coke","Inter-product transfers","Terajoules","283","units","0","v1275476814","1.10.5","0","","","","0"
"2021-10","Canada","2016A000011124","Coke","Other adjustments","Terajoules","283","units","0","v1206136857","1.10.6","0","","","","0"
"2021-10","Canada","2016A000011124","Coke","Availability","Terajoules","283","units","0","v1206136858","1.10.7","7882","","","","0"
"2021-10","Canada","2016A000011124","Coke","Net supply","Terajoules","283","units","0","v1206136859","1.10.11","7882","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Production","Terajoules","283","units","0","v1206136860","1.11.1","376646","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Exports","Terajoules","283","units","0","v1206136861","1.11.2","52194","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Imports","Terajoules","283","units","0","v1206136862","1.11.3","46458","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Stock variation","Terajoules","283","units","0","v1206136863","1.11.4","36298","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Inter-product transfers","Terajoules","283","units","0","v1206136864","1.11.5","-4231","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Other adjustments","Terajoules","283","units","0","v1206136865","1.11.6","0","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Availability","Terajoules","283","units","0","v1206136866","1.11.7","330381","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Transformed to electricity","Terajoules","283","units","0","v1206136867","1.11.8","3605","","","","0"
"2021-10","Canada","2016A000011124","Refined petroleum products","Net supply","Terajoules","283","units","0","v1206136868","1.11.11","326776","","","","0"
"2021-10","Canada","2016A000011124","Secondary electricity, thermal","Production","Terajoules","283","units","0","v1206136869","1.12.1","37800","","","","0"
"2021-10","Canada","2016A000011124","Secondary electricity, thermal","Inter-product transfers","Terajoules","283","units","0","v1206136870","1.12.5","","..","","","0"
"2021-10","Canada","2016A000011124","Secondary electricity, thermal","Other adjustments","Terajoules","283","units","0","v1275476815","1.12.6","0","","","","0"
"2021-10","Canada","2016A000011124","Secondary electricity, thermal","Availability","Terajoules","283","units","0","v1567106353","1.12.7","37800","","","","0"
"2021-10","Canada","2016A000011124","Secondary electricity, thermal","Net supply","Terajoules","283","units","0","v1567106354","1.12.11","37800","","","","0"
"2021-11","Canada","2016A000011124","Total primary and secondary energy","Exports","Terajoules","283","units","0","v1206136787","1.1.2","1214183","","","","0"
